书名,书籍豆瓣ID,评论内容,评论评分,评论时间,有用数
东京八平米,36096287,意想不到的好看，确实有种回到blog时代的感觉，都是琐碎的日常，她写得云淡风轻但字里行间埋伏着哀伤的底色，我读得笑中带泪。摘掉不必要的物欲和野心，放下“目的”和“有用”，把时间和金钱花在与世界的交往和连接上，“你的小不成问题，因为外面的世界足够大”。,user-stars,,0
东京八平米,36096287,听鲁豫播客采访詹青云那期推荐的这本书，好气她八平米的住宅生活。前几章很有趣细致，八平米内与外的生活延伸。最后讲广播、落语不太感兴趣。更想知道她的生活细节，日常vlog那种。鲁豫最新一期播客采访的就是吉井忍，她的邻居居然孤独亖了。,user-stars,,0
东京八平米,36096287,【弃读】鸡毛蒜皮的生活。非常详细的写怎么扔垃圾，怎么洗澡，怎么洗衣服。没意思，我不如去看汪曾祺或者李娟。感悟也很强行，像是小学生硬逼出来的暑假作文。另外仅代表个人，非常排斥经历过二战的日本男人，在那给我上演岁月静好豁达人生。,user-stars,,0
命若朝霜,37134066,越读越觉得失望…主题很好，是红学领域里比较少见的探讨方向，但是内容相对浅显，是百家讲坛的水准（后来看了后记，果然是是由讲稿整理而成），刨去其中随处可见的，对于书中人物毫无根据的揣测，作为科普读物来说还可以。最后还想说句题外话，想要说明尤二姐、龄官拥有的优点和才华，作者大可以引用原著或基于原著来分析，倒也不必用基因/血统来做为理论依据。要知道，通过基因/血统来证明某人/一类人的优秀，是种族主义者才喜欢的玩意，新社会了，咱们不搞这一套，好吧。,user-stars,,0
命若朝霜,37134066,"几处启发：
1、香菱被拐：清代如拐卖等重案发生后，被害人家庭并不会第一时间去衙门报案，而是先寻觅打听，找到疑犯后再去报官，没有找到疑犯就去报官的情况在当时很少见。而清朝初年衙门里的差役大部分都没有薪水，主要靠灰色收入生活，会借办案之机向当事人索要各种费用，即便是富户，也可能因为牵涉重案而破产。
2、秦可卿之死：清代的法律致使儿媳在家族中处于非常弱势的地位，若顺从公公的性侵犯就构成通奸，要被处死；若抗拒自卫将公公打死打伤，很大可能被处死。还有一项特有的罪名：诬执翁奸，如果儿媳告发公公强奸又没有足够的证据就构成诬告，会被处以死刑。由此可见，在清代，儿媳一旦遭遇性侵，无论顺从、自卫还是告发都可能是死罪。
3、林黛玉和尤氏母女财产继承：清代婚姻与继承制度对女性极为不利，也可参照《中国的妇女与财产》",user-stars,,0
命若朝霜,37134066,"对文本的引用不精确。比如第四回，冯渊明明是买英莲为妾，作者却深情洋溢地把他说成三天后明媒正娶为妻，用错误的认知去推断人物行为逻辑，大谬。就在同一回，门子派其妻去安慰英莲：“这冯公子必待好日期来接，可知必不以丫鬟相看。”如果娶的是妻，原文断不会这么说。此外还有多处臆测，如邢氏尤氏系妾室扶正的续弦，论述毫无证据。
ps：看到“喜雨亭边”在2025-01-05的回复，自称作者，说冯渊“也不再娶第二个了”，所以香菱必然是妻。那我只好指出，这里面存在一个严重的认知错误。古文中纳娶同义，妻可以用“纳”，妾也可以用“娶”。《大明律·户律》规定：“若有妻更娶妻者，亦杖九十，离异。其民年四十以上无子者，方听娶妾。”这是法条原文。冯渊不再娶第二个是推不出香菱为正妻的。",,,0
命若朝霜,37134066,很喜欢这样跨学科的尝试，这种交叉研究作品再多来点吧！读了就停不下来，已经分不清有意思的是《红楼梦》还是与当时社会背景的结合了，总之，都有意思！阅读体验很好，无难度。可以当作《红楼梦》解读来看，也可以当作清代法律史+社会史+妇女史小读本来看。涉及到的清代法律史、社会史、妇女史的内容不深，更多起一个普及作用，和《红楼梦》一起讲效果翻倍。这种作品很容易各写各的，让人感觉偏离主题，但这本不会，度把握得还不错。由电视讲座讲稿而来，文字上为了回顾前情/强调要点会有些许重复之处。瑕不掩瑜，这样的尝试以及这种完成度，我会给五星。,user-stars,,0
命若朝霜,37134066,解读的文本已足够唏嘘和喟叹，印证的史实更令人悲痛与扼腕。作者不仅对《红楼梦》的情节和各版本熟稔于心，对史料尤其是对有清以来的法律（特别是法律与女性的关系）也如数家珍信手拈来，如怨如诉，映照着这忽喇喇似大厦倾，更映照着生而为女之悲凉。比如，女性遇到家庭内性侵害时，反抗自卫会被处死，顺从也会被以通奸罪处死，最终只能选择自杀——在古代，女性只有用决绝的死才能换来官府的重视，因为只有女性在夫家自杀，娘家人不认同死因才能提出异议，进而才有查明真相的可能。又如，丈夫死后是守节还是改嫁并不由自己做主，尤其是没有儿子的丧偶女性……神奇的是，引入法律和社会学视角之后，后四十回散佚造成的很多谜题也自然得到了解答。偶有不足是好几个段落前后多有重复，and开篇上来就是毛和刘，但仍然不失一部跨学科的杰作。,user-stars,,0
命若朝霜,37134066,啰啰嗦嗦，叙事上讨巧，讲的流畅、有趣但陈旧、表面。不时出现的“她的XX源自她优秀的基因”让人不适。讲“红楼中最耀眼的三位女性，当属黛玉、宝钗和探春”，很有在女性内部排出优劣，分化而非团结的意味。作者花大笔墨写凤姐，过分在意，仿佛为二姐鸣不平，却引用一些士大夫的言论佐证自己的态度，而对贾珍贾蓉，因其默认无可救药而轻拿轻放，甚至未丧尽天良也显得分外可爱的态度，何尝不是一出《再见爱人》？在章节中心人物选择上，不去写命丧中山狼的迎春，不写夺目的鸳鸯晴雯，也不写年幼失母的巧姐，专挑那些猎奇的、才子佳人本子里的去写，似乎反映了作者圣母-娼妇，贵人-贱民、可敬的-可怜的的二元思维，很不知道要把庞大的中间群体放在哪里，我以为这不是法律人应该有的思维，法律应该保护不完美、沉默的大多数。,user-stars,,0
命若朝霜,37134066,不及预期，我以为会再见到一本《中国帝国晚期的性、法律与社会》，没想到见到的是半本在感慨、发叹与车轱辘话里打转，半本浅谈红楼梦与清代法制与司法实践的作品。,user-stars,,0
命若朝霜,37134066,如若不将此书作为严肃的学术研究看是很不错的，这本书本身也是作者的系列讲稿集结成的，所以算是一本半通识性著作。但是作者又在结语里说这本书是一项“研究”，这就让我不得不用比较挑剔的眼光去评价了。如果以学术作品的评价方式来看，此书不过是将《红楼梦》的材料来解释清代的社会现象。我无疑介入小说是否可入史的争论中，但是作者在全书并未提出什么学术创见，而更多的是引用瞿同祖先生的《中国法律与中国社会》里的观点来证实自己的观点，本质上是先挪用了一个现有的研究框架，然后用《红楼梦》的材料再把这个框架里的观点进行分类认证。作为一本通识书，四星没有问题。但是作为学术研究来说，三星已是最高评价。,user-stars,,0
命若朝霜,37134066,写成这种样子就别装得好像学术著作一样了吧。。就不说作者本身的专业内容在这里面暴露出来的有多么浅薄，就说里面复述故事一样介绍《红楼梦》里情节和人物的部分，都让人感觉作者其实根本一点没读明白过这本书吧。。,,,0
命若朝霜,37134066,重复雷同的东西太多了，看前三章的时候感觉特别有收获，作者老师的角度和叙事方式让我耳目一新。从第四章开始就觉得疲惫乏味，很多东西大段大段的都是在重复。,user-stars,,0
命若朝霜,37134066,法律角度解读很有趣。但明明是解读女性命运，对女性角色却常带偏见甚至是恶意，反而认为无恶不作的男性角色可爱和带有灵性，这点让人感觉恶心。,user-stars,,0
命若朝霜,37134066,作者到底是有多讨厌王熙凤才能这样评价她？？车轱辘话&主观臆测不少，明明选材角度很有趣的，可惜。,user-stars,,0
命若朝霜,37134066,两颗星给书名，选题蹭上了女性主义的热度，但研究深度和笔力都有限，整本书来来回回就是“亲亲相隐”“七出三不去”那几个古代与女性相关的法律制度，非常浅显的一本科普书，行文啰嗦，看到后记果然是在讲稿基础上整理出来的，以后切记避坑讲稿整理出书。,user-stars,,0
命若朝霜,37134066,请作者好好读红楼，如果对文本不感兴趣，可以少谈两句，一些明显的情节错误真是让读者忍无可忍,user-stars,,0
命若朝霜,37134066,对于本身就不喜欢红楼梦的我本身就很难读。。。加上作者对旗民满汉的混淆过于离谱（说实话真的不知道为什么能推出来贾家是旗人林黛玉竟然不是😓）就让人有些失望。。有时候感觉在拿架空时代硬贴清朝。。。还有些判断过于听从于主观立场了 。。。还有作者为什么这么恨王熙凤,user-stars,,0
命若朝霜,37134066,跨学科研究典范,user-stars,,0
命若朝霜,37134066,还行吧，弥补了一些清代的法律知识。我认为应该不算作者自诩的“研究成果”而是一本科普读物，因为全书并没有产生创见，更多的是做了研究综述的正名，女性史观也比较陈旧，车轱辘话较多。为红楼梦添了些许注脚。,user-stars,,0
命若朝霜,37134066,从法律角度看红楼梦，确实越读越绝望。个人觉得写得最好的部分是从定婚哈妻妾宗法的角度还原尤氏一家原貌的两章。尤氏、尤二姐、尤三姐曾经也是贵妇，但因为家里没有男丁，一直受贾蓉、贾琏的欺负，忍辱苟活。这估计就是清代女性家庭的缩影：被侮辱与被损害的。尤三姐刚烈，尤二姐软弱，无论如何都逃不过悲剧命运。特别适合作为《红楼梦》的普及读物，解释了很多自己以前不太懂的情节（特别是宝黛的表亲婚在古代怎么是合法的）,user-stars,,0
命若朝霜,37134066,秦可卿淫丧天香楼，作者用史笔也。老朽因有魂托凤姐贾家后事二件，的是安富尊荣坐享人不能想得到处。其事虽未行，其言其意则令人悲切感服，姑赦之，因命芹溪删去。有了脂评本的批语证据，俞平伯认为秦可卿系自杀的考证结论被充分证实。秦可卿之死这几回为何难读？原来的回目据批书人说是“秦可卿淫丧天香楼”，是一件很不名誉的事情，批书人觉得这样写太不厚道了，就让曹雪芹把有些情节给删掉了，删的篇幅很大，占去了这一回的三分之一，所以读者现在读起来才感觉很多地方不好理解。仔细读《红楼梦》，开篇不久，第五回贾宝玉梦游太虚幻境，读到了金陵十二钗正册、副册、又副册的判词，其中秦可卿的判词就在暗示她是自杀的。书中写道：后面又画着高楼大厦，有一美人悬梁自缢。其判云：情天情海幻情身，情既相逢必主淫。漫言不肖皆荣出，造衅开端实在宁。,user-stars,,0
命若朝霜,37134066,对红楼梦文本的研读和考证有多处纰漏，很多主观臆测闲言碎笔离题万里（比如认为鲍二家的是贾琏旧时丫鬟，与贾琏有“旧情”，事实上对比原著多个抄本可知鲍二两口子是贾珍派给荣府的人），车轱辘话来回说，经常给人一种看着看着不知道给我干哪去了的感受，关于清代法律问题考辨的主题显得失焦且粗浮。推断秦氏两婢女参照了赵氏孤儿的设计是新见。,user-stars,,0
初步举证,37254350,三分之一的女性曾遭受性骚扰or性侵犯，其中只有十分之一的女性选择报警，而被指控者最终被定罪的比例只有1.3%…想起吴某的案子，第一个站出来指控他的女孩真的真的很勇敢。,user-stars,,0
初步举证,37254350,社会上并行的两套法则，一套用来约束穷人，另一套则用来保护富人。,user-stars,,0
初步举证,37254350,"相比这本原作，话剧精简了许多内容，例如泰莎和哥哥的关系，少年时差点被性侵的经历，以及后半段和亚当、同事的关系处理。
在话剧剧本中，泰莎的处境更加孤独且困难，结尾，当Jodie Comer呐喊着something has to change，整个人好似被刺穿，迟迟无法动弹。
原作兼顾太多男性角色，导致处境好似没有那么绝望，在某种取舍间，话剧显然做的更好，表演的传达，也直击灵魂。但这本书依然值得读一遍。",user-stars,,0
初步举证,37254350,赶在晚上看电影之前把小说翻了一遍。受害者真是进退两难。问题在制度和社会之中。,,,0
初步举证,37254350,心理描写很细腻，看哭好多次。期待话剧和电影,user-stars,,0
初步举证,37254350,"“看看你的左边，再看看你的右边。我同样支离破碎，但仍站在这里，而且永不沉默。”
我被深深的震撼到了！",user-stars,,0
初步举证,37254350,看完电影，只想说什么狗屁逻辑，一个律师当证据对自己不利时就不相信法律了，只能强行博同情，真正的女性主义不是这个样子好吗？本想买本书看看，已经毫无必要了,,,0
初步举证,37254350,哇没有了Jodie的表演加持，这个故事就像一部套了父权叙事模版的porn。,user-stars,,0
初步举证,37254350,人真是只有针扎到自己身上才觉得痛 不要假装共情 不要真的冷漠,user-stars,,0
初步举证,37254350,这本书让我了解到了法律方面的片名知识 以及女性 甚至是一位牛津大学毕业的优秀法律人 在维权方面是有多么困难...,user-stars,,0
初步举证,37254350,"每当我觉得现在的日子还可以的时候，就会幸运的看到这样的作品，提醒我这个世界还有很多的不公和弱者需要被看见。我只不过是被幸运眷顾多一点而已，身边很少不代表不存在。

这个社会对女性不友好，知道这个也不是一天两天。虽然会在开启这个话题时被标榜女权，而自己也会悻悻的潦草的结束这个话题，去谈一些轻松的——但是，不发声，不坚持发声，连像我这样少有性别束缚的人也选择沉默的话，这个世界只会越来越糟。

就像《杀死一只知更鸟》可能当下我们没法获胜，但却会种下改变的种子。",user-stars,,0
初步举证,37254350,比较完整，话剧没有展现的学生时代和782天里的事情。我们要一直做下去，直到他们不能视而不见,user-stars,,0
初步举证,37254350,铺垫太刻意，有种活该你报应的感觉。事件一发生就知道男方该赢。rough sex是很罕见的事吗？完全不沟通，直接报警？后面那个刚开始就被粗暴赶出门去还情绪稳定的才是独角兽吧？作者应该想不到有人共情爱丽丝吧？主人公刻画得太不讨喜了。唯一可取之处是提出法律错了，系统性地让性侵案不利于女性。,user-stars,,0
初步举证,37254350,保护女性权益当然是好事 但是证据不充分的情况下 就定强奸罪 是否会产生冤假错案 或者携私报复 都是很难控制的事儿 山西的彩礼案还未平息 借助me too 运动定罪 实在是不可取,user-stars,,0
初步举证,37254350,"没看电影
前三分之一看困了，以为只是个平民女律师在男性精英主导的法律界闯出一片天地的故事。后三分之二层层递进，女主的挣扎，痛苦，成长，看完还是很震撼。法院前面的正义女神像代表了谁，法律和制度又维护了谁呢",user-stars,,0
初步举证,37254350,"不好评分。
舞台剧本身的张力更多在于演绎者的表演张力，而书的拓展补充，反而削弱了这种力量。
书出坏了。",,,0
初步举证,37254350,文字和戏剧/电影作品各有各的震撼，能够推动制度改变真的真的很了不起。看电影的时候我就在后悔，为什么我从来没有想过讲出来就可以让更多的女孩至少避免这一个人的蒙骗和侵害，虽然今天我早已拥有了揭发的勇气，但我的勇气迟来了太多太多年,user-stars,,0
初步举证,37254350,想着有电影总有小说，还是先看书再看剧。明显感觉书里作者挖了许多坑，例如女主并不是完美受害者，甚至在当律师时轻视被害者、为自己赢得性侵无罪辩护沾沾自喜，作者已经挖好了坑，等待女性厌女者往里跳，完成读者反馈的双重写作。,user-stars,,0
初步举证,37254350,我是先看的小说，非常认同电影（官摄舞台剧）下的一条评论：这不是“单身女性深夜下班路上被陌生人袭击”的典型强奸案，这是“我邀请了心仪对象来家里但他不顾我的健康状况强行与我发生关系”。,user-stars,,0
初步举证,37254350,"看完后心里五味杂陈，还好女主有家人有朋友，以及自己内心对法律的敬畏和坚持。

西方的陪审制度再一次展现在面前，在和我们完全不同的法律制度下，加害者逍遥法外，被害者受到精神和身体的双重折磨……让人很难过，也是默认的现实，甚至变成了一种刻板印象。

希望更多的女性的声音能够被听见，更多女性的故事能够被看见。女孩们都要加油",user-stars,,0
过一种女性主义的生活,36494081,“不顺应某种期望，你就是在提出主张。”,user-stars,,0
过一种女性主义的生活,36494081,“成为一名女性主义者就是被人认为你是有错的。”但与此同时，“阅读女性主义就像交朋友一样，你意识到别人也曾经来过这里。”,user-stars,,0
过一种女性主义的生活,36494081,既不同于学术著作，也不同于口号书，这本宣言“将女权主义理论带回家”的决心，将理论化作女权主义者的日常生活相呼应的实践。我喜欢书中“女性主义扫兴鬼”和“任性”的概念，这是具身化女性主义生活中需要的勇气，去挑衅，去质疑，去提出问题。“成为一名女性主义者就是始终做一个学生。”哇，这不是我一直在说的——关于性别，我会终生学习。,user-stars,,0
过一种女性主义的生活,36494081,"不断获得力量，谢谢。
…………
一本应该放在案头，时时翻阅的书。放入“女性主义扫兴鬼”工具包。",user-stars,,0
过一种女性主义的生活,36494081,翻译太差劲了。,user-stars,,0
过一种女性主义的生活,36494081,"这本书不适合当做女性主义的入门读物，30多万字，排版十分扁平，标题重点也不突出，作为西方的作者，行文中夹带了很多私货，种族、肤色、跨性别等，以及很多西方故事的引喻，个人觉得很多地方都难以理解，这本书更像是一本学术著作，而不是一本女性主义入门书，别被标题骗了，我就是被骗进来的。
  相比之下，很多其他女性主义的书就“读者友好”很多了，性价比更高，你可以在豆瓣找到各种书单推荐的。
  读书就是为了获取并理解其中的观点和知识，如果废老鼻子劲还看不明白，就别看这一本了，换一本看就是了，你总能在这个领域找到写作方式对你胃口的作者和书籍的。",user-stars,,0
过一种女性主义的生活,36494081,译得太差了，本身行文就很絮叨，充满了个人色彩，译得一点也不符合中文语境，看完了都没懂想说什么。,user-stars,,0
过一种女性主义的生活,36494081,做个扫兴鬼，不配合，增强力量，占有更大空间，认清结构性暴力。,user-stars,,0
过一种女性主义的生活,36494081,一只女性主义的耳朵听到的声响和其他人不一样，它格外地宽广、嘈杂、刺痛和平常，你要认真去听，去长出女性主义的耳朵、长出女性主义的舌头、抬起女性主义的胳膊就如当初建起大厦般摧毁坚墙。我对女性主义感兴趣是因为我对批判与不幸福感兴趣。,user-stars,,0
过一种女性主义的生活,36494081,写得太太太绕了，完全不知道为何有这么高的评分。主题就是：什么是、为什么、怎么做女性主义扫兴鬼。其实在读到第23时就已经心生不屑了，作者反对那些反跨性别的激进女权，简而言之，她支持跨性别女性的女权，这让我觉得很可笑。后文花大量篇幅论述她在生活、工作中遇到的砖墙和做扫兴鬼的经历。最后给出的“生存工具包”和“宣言”大概有点启示吧。总之，作者把阶级问题、种族问题、性别问题疯狂交叉，这是她作为棕色女性在白色社会中自然的感触。一方面来直观上肤色确实带来问题，但另一方面也忽视了阶级内部的性别问题。一本充满了作者主观感受和论断的书，不适合做理论学习QAQ,user-stars,,0
过一种女性主义的生活,36494081,并不理想的翻译也无法掩盖艾哈迈德文字中的熠熠光芒。,user-stars,,0
过一种女性主义的生活,36494081,翻译地不太适读,,,0
过一种女性主义的生活,36494081,"对于女性主义，我们或许更多的是停留在认识到了“女性主义”但是对于如何怎么应用于生活，带着女性主义生活，总会有一种脱节的疏离感，而这本书的节点恰好是认识了女性主义，成为一个女性主义者以后得经验，生活，家庭，社会，等多方面的记录，用哲学般的言论讨论着，而又坚定着“成为一个女性主义者”以后必然经历的一个过程…

“承担做女性主义者的后果”，看到这里才发现，我的迷茫，对于女性主义理论无法下沉到实践的迷茫来自于我并未做好承担女性主义者的后果，抱着一种寻找普遍性的道路以女性主义者的身份走下去，我却忘了，女性主义者的道路，必须承担的后果，必须付出了努力，还有无路可借鉴的情况经常有……也因为“女性主义者的道路”尚未成为普遍，不具有的普世参考意义，正因为如此，好像个人才更应该付出的努力，探索，才更艰难",user-stars,,0
过一种女性主义的生活,36494081,翻译的太让人难受了阅读体验极差！,user-stars,,0
过一种女性主义的生活,36494081,要接受做一个扫兴鬼，虽然可能不能带来所谓的“幸福”。2023 年看过的最有共鸣的一本书,user-stars,,0
过一种女性主义的生活,36494081,比想象中难读很多，一方面是作者的学术背景，另一方面是作者极其喜欢玩文字游戏，尤其是一词多义，在译本里会看着有些吃力。但不可否认的是，这本书真的写出了好多好多我的生活困境，从职场到生活，每一个我感到不适的瞬间都被化成文字准确地被表达出来。,user-stars,,0
过一种女性主义的生活,36494081,undoubtedly one of my best reads this year! 这不只是一本书，萨拉的血泪早已溢出了书边，溢浸我的身体，她的身体。血召唤血，手臂连通手臂。Be the joykiller，举起我们的手臂，不服从的手臂，任性的手臂，不断举起，再次举起。,user-stars,,0
过一种女性主义的生活,36494081,大快人心！大快人心！,user-stars,,0
过一种女性主义的生活,36494081,流汗的概念。,user-stars,,0
过一种女性主义的生活,36494081,过年了，应该看看女性主义书籍和纪录片，给自己和家人添点堵。省得大家以为日子太好过了，就忘了自己算是哪儿根葱了… 比起在网上喷人，不如帮妈妈太太女儿干点家务活，多付出一些关爱和物质。时刻提醒自己，关爱女性，从不剥削、勤付出开始～,user-stars,,0
橘子不是唯一的水果,4882159,书里的母亲曾经和恋人相处时，体内常有一种陌生而怪异的感觉，但结果，她只是得了胃溃疡而已，所以她就此不相信爱情，因为“你以为在心里的，说不定在别的器官里”。,user-stars,,0
橘子不是唯一的水果,4882159,看下面的评论我都在怀疑我跟你们看的到底是不是一本书- -,,,0
橘子不是唯一的水果,4882159,我渴望有人至死都暴烈的爱我，明白爱和死一样强大，并且永远地扶持我。我渴望有人毁灭我，也被我毁灭。世间的情爱何其多，有人可以虚掷一生共同生活却不知道彼此的姓名。命名是艰难而耗时的大事，要一语中的，并意寓其力量。否则在狂野的夜晚，谁能把你唤回家？只有知道你名字的人才能。,user-stars,,0
橘子不是唯一的水果,4882159,我看到的肯定不是完整版本。。卷首的推荐语比正文的翻译看起来舒服。换言之，翻译得有点生硬的感觉。。回头回家图书馆如果有再看纸书吧。。,user-stars,,0
橘子不是唯一的水果,4882159,可能期待太高，读完一脸懵。作为一部用主人公的心理路径串起来的小说，这本真的很难共情诶。,user-stars,,0
橘子不是唯一的水果,4882159,看来很多同性恋真的是天生的，即使成长在这样严格的宗教家庭，看到喜欢的女生还是直接就爱上了，爱上的那一刻感觉“身体里有一只大章鱼”，哈哈好可爱。,user-stars,,0
橘子不是唯一的水果,4882159,“他走了一圈又一圈，终于明白了无价真理：悲喜交替，没有终点。”,user-stars,,0
橘子不是唯一的水果,4882159,好女孩上天堂，坏女孩走四方。,,,0
橘子不是唯一的水果,4882159,这书大概是异类又被背叛才容易看得懂吧。不过这么看着，觉得当时不过是历史上的绳结，随便的翻过去了。又觉得现在只想说一句，祝你好，梅兰妮。我是怎样的人，终于与你无关了。而我依然是希望有人至死都会暴烈的爱我，被我毁灭，也将我毁灭。,user-stars,,0
橘子不是唯一的水果,4882159,我渴望有人至死都暴烈地爱我，明白爱和死一样强大，并且永远地扶持我。我渴望有人毁灭我，也被我毁灭。这句话太震撼了,user-stars,,0
橘子不是唯一的水果,4882159,故弄玄虚,user-stars,,0
橘子不是唯一的水果,4882159,2017第32本。翻译真的烂，而且我都怀疑是不是下载了不完整版，读得云里雾里。。。,,,0
橘子不是唯一的水果,4882159,人生第一部英文原版书籍，感想只有三个字：超想死。,user-stars,,0
橘子不是唯一的水果,4882159,高深的技巧让我几乎不知道她在表达什么，匮乏的知识让我不懂好多宗教典故，人总是因此而自卑，继而怀疑人生。,,,0
橘子不是唯一的水果,4882159,看的时候脑子里灵光一现：宗教信仰、家庭关系、性别政治……这些是不是加之于作为同性恋的珍妮特身上的发条呢？有机而多汁的“橘子”，被这些东西排斥、拆解、异化，可不可以理解为另外一种表现形式的“发条橙”？另外，里面的童话好有趣。珍妮特真是个喜欢“打断自己的叙事”的作家。,user-stars,,0
橘子不是唯一的水果,4882159,"there r some stories you just can not relate to, here is one",user-stars,,0
橘子不是唯一的水果,4882159,高铁上读完，这是标标准准的自传体了，除了频繁穿插其中的碎片式童话故事，几乎不能被看作一本虚构类小说的。而且，那些童话都不太好看。。。,user-stars,,0
橘子不是唯一的水果,4882159,贴去起点中文网吧，孩子= =,user-stars,,0
橘子不是唯一的水果,4882159,"第一次知道这本书是高三，去当当还没买到，那时候刚开始探索自我。
好几年前跟我妈我姥一起听收音机，有一个什么情感咨询节目，你打电话，主持人给你提建议(不是叶文)。有一个男同性恋打来电话问感情问题，我姥就说“男人跟男人，太奇怪了”blabla的。我妈“你管人家干啥，那是人家的生活方式，跟你有啥关系。”我到现在都记得我当时有多惊讶。
前几天考研成绩出来，和我妈说我没过线，我妈说没事，我说我打算上班了，她又说不管怎么样都支持我(我妈现在好奇怪，不管我想干啥她都支持我)。希望我跟她coming out那天她也支持我:)
14464",user-stars,,0
橘子不是唯一的水果,4882159,强烈推荐大家去读,user-stars,,0
钟形罩,24887681,才华有时候是一两句精妙的比喻就可以定义的东西，血淋淋直面内心的勇气才是天才的证明。,user-stars,,0
钟形罩,24887681,还是诗比较好。写后记那个蓝蓝，以前听过这名字，没想到这么矫情，“我理解不了普拉斯因为她太暗黑了但是大家都说她伟大所以我最近没那么反感她了哎哟反正我是热爱生活的正常人”（手动再见）,user-stars,,0
钟形罩,24887681,有没有人把普拉斯和萧红放在一起讨论过，那些只想为了自己写作却写得十分悲伤的女人。,,,0
钟形罩,24887681,普拉斯曾写过：死，是一门艺术，任何事物都是如此。大学的时候阅读过这本小说的一部分，那时候只觉得这是一部女性意识充斥的情感自传，时至今日，我完整地阅读完这部小说，其内涵远远超过我最初的断想。诗人写小说的例子有很多，里尔克的《马尔特手记》，最大的共性精神实质——狂乱深沉和死亡立场。精神危机的个体内在与玻璃钟形罩外歪曲的镜像世界之间抗衡，这种抗衡并没有现实意义的胜负，而是存在和循环，“我合上眼眸，世界倒地死去； 我抬起眼帘，一切重获新生。”,user-stars,,0
钟形罩,24887681,"正文看得我眼前一黑（褒义），仿佛自己也在一个空气稀薄的罩子当中，并且随时都可能滑入到黑暗中去。这种感觉太糟了，结尾的重生因为紧接着作者生平，完全没能给这个故事带来光亮。

书尾那篇莫名其妙的书评也看得我眼前一黑，这次是贬义了。",user-stars,,0
钟形罩,24887681,健全人別寫書評，煩死了,user-stars,,0
钟形罩,24887681,本书出版于1963年，将近60年过去了，女性问题有什么好转了吗？没有。,user-stars,,0
钟形罩,24887681,要不是DFW的提及，差点错过这本惊喜之书。的确像一本女性版的《麦田守望者》，普拉斯自传体的自白式小说，一个19岁初涉世的女孩，睡不着觉、读不进书、吃不下饭、满脑子白日梦、渴望恋爱又对男人失望、身无长技于又当不成作家，渴望被理解又觉得所有人都是蠢货，渴望存在却深陷虚无，“不论走到哪里，都像坐在一个钟形玻璃罩底，在自己吐出来的酸腐空气中煎熬”，最终被送进精神病院接受电击治疗，现实中的普拉斯则在31岁终于自杀成功（自杀没那么容易）。普拉斯有着天才级别的语感和感受力，同时深陷精神孤绝和压抑，像玻璃罩中下一秒就会消失的球状闪电，这本自白式小说就是个寻找同类的测试，打开罩子，不来电的嗤之以鼻，被击中的一击致命。,user-stars,,0
钟形罩,24887681,这不是精神病人的自白。所有人的一生都是在钟型罩里等待氧气耗尽的那一天，如果你你足够幸运，就会在那天降临之前死去。,user-stars,,0
钟形罩,24887681,“你起先滑得挺好，直到有个男人冲进了你的滑道” 前半部把那份敏感的痛苦写得真是太好了充满了想象力，后半部分笔触看似冷静却来了一出girl interrupted…痛心,user-stars,,0
钟形罩,24887681,现在趁着年轻抓紧做你想做的事情吧，结婚以后你就不能恣意妄为了。我们只是趁着你年轻漂漂亮亮地时候把你嫁个好人家，我们没有恶意的。我只是花瓶折断枝干的鲜花，只要花叶不再饱满，就会被拨出来扔进垃圾桶，然后插上更娇艳欲滴的花。西尔维娅自始至终都没有找到那个不被人理解、尊重的发泄口，在60年代的男权社会如此，在当下的社会也依然存在。巴迪让我想起了老友记里面瑞秋逃婚的对象，貌似也叫巴迪，只是不想从一个盒子里走入另一个盒子。已经过了25岁奔三的我心里依然忧思，忧伤的不是我要嫁给谁，而是我要怎样才能不是一束鲜花，而是一颗仙人掌。,user-stars,,0
钟形罩,24887681,要是能删掉蓝蓝的那篇附录就完美了^_^,user-stars,,0
钟形罩,24887681,我被理解了,user-stars,,0
钟形罩,24887681,有才华又高度敏感的女性生错了时代，是一种巨大的不幸。作家的遗孀收集整理丈夫的遗留材料、讲述他的故事；作家的鳏夫烧掉妻子的日记、扼杀了后人了解她的可能。而这一切的苦，连女性读者都未必能感同身受，加深了我读毕此书的憋闷感。,user-stars,,0
钟形罩,24887681,谢谢后记里那位自恋的蓝蓝反衬了普拉斯。有个短评把普拉斯归类为“为了自己写作却写得十分悲伤的人”，天赋作家算为自己写作吗？不见得吧，普拉斯对写作充满抱负，比较像那种天生以写作为使命的人。她也不是自己想写得悲伤的，她的写作使命被身处的周遭干涉、扭曲，读到后面我感觉每个字都在不安地颤抖，这不是写得悲伤，这是悲伤流进了我。,user-stars,,0
钟形罩,24887681,原来写小说也可以用到这么多如梦似幻的意象。普拉斯的一辈子太苦逼了，我完全没想到原来她婚后财政那么拮据，以前一直以为她老公很有钱。。。那么努力那么耀眼的一个女孩最后还是被钟形罩困住窒息而亡。还是不要对这个世界有什么期待。。。。。,user-stars,,0
钟形罩,24887681,西尔维娅·普拉斯·休斯已经死了，西尔维娅·普拉斯一定还活着。,user-stars,,0
