书名,书籍豆瓣ID,评论内容,评论评分,评论时间,有用数
爱的终结,36509145,全面且深入，抽丝剥茧引用了大量哲学、作家、社会学观察及大量真实的访谈故事，很推荐！好的关系1+1>2，也必定需要大量的投入和付出。长久的、深刻的关系带给人的滋养、稳定和安全感是巨大的。本书反而探讨的另一种情况：消极爱、不确定、矛盾、自由、离婚，读得津津有味，反复想起“两个心怀喜悦的灵魂才能相遇。除此之外，人们不过是在重复地擦肩而过。”在成为圆是路上是孤独但喜悦的，另一个圆也是，爱总会相逢。,user-stars,,0
爱的终结,36509145,得到APP每天听本书分享：在关系中，人们一方面要维持自己的自主性和自我价值，另一方面又想要依恋他人，这是一种固有冲突。当这一冲突过于激烈时，人们可能会退出关系。而感情似乎也变成了一系列项目、一系列体验，缺乏明确的目标或者内在机制。“不爱”不仅仅是一种个人选择，也是一种社会现象。在爱与性的领域里，我们已经从一种文化模式转换到另一种文化模式。在新的文化模式中，情感自由和自主带来了模糊的规则和难以预测的结果，行为失范也不一定会招致社会惩罚。出于自我保护的考虑，当人们感受自我价值受到威胁时也可能会退出关系。人们在开始时就预期结束，并采取风险计算、风险规避等策略，随时准备好结束关系。再加上人与人之间缺乏信任，以上种种原因都导向了“不爱”的结局。我们当然要情感自由，但同时也要看到自由中那些更隐蔽的东西。,user-stars,,0
爱的终结,36509145,"实际上是以超联通的现代性中的爱为用例对象 对个人主义与绝对自由的批判 资本主义将包括爱与性的场域在内的许多改造为了市场 而在这样的市场中选择的自由性及其背后所代表的对某种权力意志的反抗（至少看起来是在反抗着的）将是指导个体行动的绝对方针 亲密关系的建立因此不再是神圣契约 而是不确定性的连结与短暂激情的呼唤 
换而言之 重要的绝非个体主义看似的绝对自由与似乎正在反抗权力意志的选择幻觉——亲密关系的神圣契约尚未到破灭的时刻 爱的交换因此也于是需要聚焦于对他人的敞开及与他人的共在上 自由与欲望的显现绝不在屈从的基础上——即使屈从的是自身的短暂快感该说不说 易洛思逻辑很清晰 很当代上流大学生",user-stars,,0
别再问我什么是女性主义,37567250,女性主义入门普及书，不知道原文是什么，看到作者觉得老钟男女在劳动方面很平等了还是想笑，也不知道是真的不知道还是以为别人的月亮圆,user-stars,,0
别再问我什么是女性主义,37567250,清晰，易读，摘要精准。有效科普了什么是自由主义女性主义、马克思主义女性主义、文化女性主义、生态女性主义、涓滴女性主义……最后对日本当下女性主义的特征总结与我们的现状很像：大家只能要么当“男人”，要么做“母亲”，没有第三条脱身之路。,user-stars,,0
别再问我什么是女性主义,37567250,希望可以尽自己所能去想象、去呈现独属于各自时代的激情。比起辞典一样的罗列，我更想呈现出只有从冲突和矛盾中才能生发出来的腾腾热气。,user-stars,,0
别再问我什么是女性主义,37567250,"是本新书，阅读时豆瓣和微读都还没评分。是一本关于女性主义发展阶段全历程的书，尽管我觉得还不够全面细致，特别是第三四次浪潮有些简短，还有很多近二三十年的事件没有被纳入，但这本书确实是我阅读过的女性主义书籍里对其历程介绍最多的了，当然了，这本书也就是做这个事的。

记录：“女性主义”一词最早在傅里叶1837年发表的著作中出现；劳动之于马克思主义类似于性存在之于女性主义，都是举足轻重的；“对男女一视同仁”这样一种冠冕堂皇、看似中立的法律，其实是以男性为一般标准制定的，这样的“平等”，不过是把女性硬塞进一个专为男性打造的模具里，本质上是“不平等”的；激进派女性主义者认为，为家务劳动支付工资反而会固化性别角色分工；父权制可以理解为以父亲的权威和道德规范为基础，根据性别和辈分进行不均等分配的系统。",user-stars,,0
别再问我什么是女性主义,37567250,把一些模模糊糊的，四处八方看到的女性争取权益的历史梳理成了时间顺序，什么发声，什么争议，当下的我没有时间关心太多这样那样的社会热点了，我只想以我为坐标具体地生活，我当然知道几千年的观念哪里是几百年可以完全推翻的，只是生活就让我实实在在感到如履薄冰了，无论是我作为女性，还是说作为人。,user-stars,,0
别再问我什么是女性主义,37567250,"很好的一本女性主义发展历程，斗争和战斗的历程。有无数的女性觉得“哪里不对”，有人跳出来斗争，有人写书进行思辨……才有了女性的今天。女性主义不是历史，无论你是什么性别，只要你觉得有些地方“不对劲”，那就去思考、去阅读、去表达。
最感慨瑞典政府将阿迪契的演讲整理出版成《无论男女，人人都应该是女性主义者》，分发给全国16岁以下的儿童。",user-stars,,0
别再问我什么是女性主义,37567250,太棒了，目前让我觉得理得最顺溜的入门读物,user-stars,,0
别再问我什么是女性主义,37567250,篇幅短小，精炼地理出女性主义运动的脉络及其存在的社会大致画像；但也正因为篇幅有限，部分推理和逻辑显得没那么严谨，结论下得有些仓促。不过瑕不掩瑜。,user-stars,,0
别再问我什么是女性主义,37567250,“为了被供养而结婚，这种婚姻是另一种形态的卖淫。”,user-stars,,0
别再问我什么是女性主义,37567250,读完切身明白女性主义从不只是口号，而是这么多年来前人们一步一步的努力。只有摸清来路，才能更清楚该往哪走；看过前人如何打破偏见、改写规则，才更明白当下的自己能做些什么,user-stars,,0
别再问我什么是女性主义,37567250,别再问我什么是女性主义，我只是觉得不舒服，不公平，不想再忍受了。,,,0
别再问我什么是女性主义,37567250,看完很有启发 女性主义的基本脉络算是理清楚了 再结合别的书目阅读会了解得更好,user-stars,,0
别再问我什么是女性主义,37567250,三四年前听随机波动所以很多名词都听过了，后半部分于我算新知识。这样看下来女性主义道路还很长很长。,user-stars,,0
别再问我什么是女性主义,37567250,简单好读介绍女性主义沿袭的一本书,user-stars,,0
别再问我什么是女性主义,37567250,算是一本比较克制、通俗、全面的女性主义入门读物。,user-stars,,0
别再问我什么是女性主义,37567250,女性原来从很早就开始去抗争挣脱这种束缚，去争取自己的利益，她们并不是只适合生存在男性的背后，她们原本就很优秀。,user-stars,,0
别再问我什么是女性主义,37567250,这个世界一直都是不公平的，但我们的终点是一样的。人生在世，最重要的是，把自己活成一个完整且独立的人。,user-stars,,0
别再问我什么是女性主义,37567250,很短的一本书，非常通俗易懂，可以作为女性主义入门级书籍来读，书中讲了近几年的一些热门话题，也提供了一些不同的角度。,user-stars,,0
别再问我什么是女性主义,37567250,女性主义入门书籍，如果你对女性主义不了解，可以选这本入门。,user-stars,,0
别再问我什么是女性主义,37567250,2025/87 对女性主义各个流派的梳理。李银河也写过一本《女性主义》。,user-stars,,0
何谓“性资本”,37014952,这本书的主要内容就是把“性资本”的概念做了一个扩大化，使其不仅仅局限于身体的剩余价值，更成为了可能会转化为自我效能，从而正面影响职业竞争力的一种资产。先且不论我到底赞不赞同这种看法，就连作者自己也强调了，这是阶级结构的组成部分，这意味着，分明是那些已经在一定程度上先占有了其他实在的“资本”的人，才有机会积极运用所谓的“性资本”。所以，我始终认为，“性”被当作“资本”看待，对于父权制社会中生存的女性而言，是一个伪命题，因为这种资本的定价权，并没有掌握在她们手中，而其中所谓的“能动性”，到底有几分出于自主，几分来源于社会化的塑造，也着实不容易分辨清楚。最后很难不吐槽一句，受困于工作伦理的中产阶级，如今已经沦落到连“性”都要利用到职业竞争中去的地步了吗？这个阶级还真是如我之前所想的一样，无聊至极。,user-stars,,0
何谓“性资本”,37014952,难以苟同。人的爱欲有限贪欲却无限，资本竟连人最初始的欲能也要吞噬并合理化，这不是减少非理性化，而是一步步消磨人的情爱能力，可怕。,user-stars,,0
何谓“性资本”,37014952,其实就是一篇论文的篇幅。“性资本”这个概念现在很火，我也经常在学生的论文中看到，这本书肯定会是他们的必读书。不过，无论是“性资本”还是“情欲资本”，我觉得都是误入歧途的概念。,,,0
何谓“性资本”,37014952,"“性资本是特定的新自由主义理想品质，如自主、自尊和自我表达能力的一个组成部分。而这些品质都与就业竞争力直接挂钩。”
“性和就业竞争力之间的四个关联是：性会增强性主体的自信心；性行为表达了某种支配形式；性能够锻炼社交能力；美好的性生活会带来更高的工作满意度。”
既然已经认识到了女性的经济价值和性价值主要由男性所构建，怎么还能继续在这样的父权制叙事逻辑下让读者自欺欺人般将性价值用于提升工作能力？是在最后一页轻飘飘加上“不限男女”就可以完成论证的闭环是吗？作者你知道自己在写什么吗^_^",user-stars,,0
何谓“性资本”,37014952,"费力八劲不过是在说“新自由主义”社会下性资本可以通过合理利用成为工人阶级的积极因素，然而，这不过是中产阶级的阿Q精神胜利法罢了。
本质上看，所谓“性资本”，实际上不过是劳动力的一层buff，只是工人阶级因为自身除此以外别无他有而被父权制-资本主义同盟所利用的一种“优势”，就像劳动力本身的“能干”一样，这类型的“优势”并非人人均有，而正像“能干”的背后是工人阶级高强度的自我损耗一样，“性资本”或许能在拥有者持有时为其谋取有限的收益，并营造出一种自得的心理幻境，但伴随着年龄增长、突发疾病等因素导致的“优势”衰减，工人阶级也只能像垃圾一样被抛出，这种没有真正平等地位的虚假“议价权”根本不能称之为资本…
本书的价值在于隐约点出了资本主义社会下“性”是如何被统治阶级全方面地利用的。",user-stars,,0
何谓“性资本”,37014952,1、许多价值观点存在诉诸权威的逻辑谬误。2、注意看107页第一章注释4有关中国珠江的。3、原版的注释要好找些，翻译版打乱了原版全部章节整体编号的注释，按章节分开编号的注释。,user-stars,,0
何谓“性资本”,37014952,这书怎么说呢？有点鸡肋的感觉（看的也很快），可能是我对它前三章梳理的西方“性”研究太熟悉了，所以完全没啥新东西（反而是里面一些参考文献有点子东西），所以（对我而言）就都是“正确的废话”；第四章讨论四种“性资本”，尤其是着重讨论的新自由主义的性资本，还可以看，但也是问题重重，尤其是作者强调的“性资本作为阶级结构的组成部分”很有问题。可能是因为小书，所以里面好多问题都过分笼统，也就导致许多问题。这可能是“社会学”这个学科本身的问题，它们基础的认识论和方法论似乎限制了它可能的深度与复杂性，而导致它们本身就不断生产着它们所研究的“社会现象”的规范。这就很吊诡了！,,,0
何谓“性资本”,37014952,"a#1新自由主义将性资本包装为“自我赋权”，实则延续了剥削逻辑   真正的性解放需挑战资本主义与父权制的共谋，例如北欧国家通过强制男性休产假消解“母职惩罚”，或承认家务劳动与情感照护的经济价值
2 是深嵌于权力与经济结构中的系统性现象。要打破这一困局，需从承认其政治性开始，并寻求制度性的变革路径
3 LGBTQ+群体的身份认同被资本化为“酷儿生活方式”，成为跨国市场开拓的标签",,,0
何谓“性资本”,37014952,绝望的资本主义哈哈哈哈哈哈,user-stars,,0
何谓“性资本”,37014952,不看也不会损失的一本书。,user-stars,,0
何谓“性资本”,37014952,“一拍脑袋”写作法的典范。。。为什么这都能出版啊。看到“应该都可以实践调研”给我整乐了。,user-stars,,0
何谓“性资本”,37014952,演都不演了是吧？😂😂😂一句话概括，中产阶级特有的不知民间疾苦，发达资本主义特有的高高在上,user-stars,,0
何谓“性资本”,37014952,写完论文之后随手翻完了，感觉没有什么原创性的观点，作者自认为最具原创性的“新自由主义式”的性资本对Hakim的情欲资本的创新点居然是男的也可以累积性资本（好吧…）所谓历史社会学的分析也很浅，历史感不足。我的主要槽点在于：（1）性确实是嵌入社会的，但不一定随时随地，所谓“本真性体验”究竟是不是剥削抑或纳入消费市场要区分主观体验和学者二级建构叠加上去的抽象的社会效应。本真性体验有可能作为抵抗空间，只思考压迫和收编的面相没有做到立论时在认识论上看见“两难”的承诺（2）只谈资本积累却不谈性资本的具身特质带来的必然贬值效应简直是巨大失误。,user-stars,,0
何谓“性资本”,37014952,真的感觉新自由主义性资本的这个概念好一般……尽管努力强调其与书中介绍的哈基姆的情欲资本概念的区别，我也没看出作者（显然易洛斯只是挂了个名）的独创性在何处（至少很少）。尤其是新自由主义性资本的概念是泛化且飘忽的，给我一种强行联系的感觉，比如从性生活满意度推导到其如何影响第二天工作的心情，简直像我写经济essay时把论点ab强行扯到一起的过程。当然或许只是我才疏学浅理解力低，也不是不可能。#75,user-stars,,0
何谓“性资本”,37014952,说点大伙儿不知道的.jpg。// 车轱辘话多真知灼见少,user-stars,,0
何谓“性资本”,37014952,作者可能用性资本混淆了三种情形：贬抑女性在再生产中位置从而获取家庭内部剥削的父权传统；将身体均值化为人力资源的资本主义雇佣关系；从印刷到泛媒体时代的大众文化产业中的色情化拟像景观——资本主义是按照性差异历史结构和与之相关力比多模型而构建起来的，而不是相反。,user-stars,,0
何谓“性资本”,37014952,无甚帮助的鸡肋作品。,user-stars,,0
何谓“性资本”,37014952,很聚焦，从性资本的定义到变迁与分类，显得副标题有点起得宏大了。书里的性资本相比情欲资本更多了一层赋权意味，确实是很典型的新自由主义思想。无限膨胀的消费主义，资本概念不断扩大，也是性走出私人领域、进入经济领域的的因。前面的论述比较精彩，最后与就业竞争力联系的部分应该是重点，但受限于篇幅，再多一些数据支撑会更好。,user-stars,,0
何谓“性资本”,37014952,从经济学和社会学的角度解构性价值，很有意思视角，值得一读。,user-stars,,0
何谓“性资本”,37014952,购于多抓鱼，老实说内容有点失望。,,,0
How to Think Like a Woman,38232546,本书起源于作者在求学期间的一个困惑：为什么女性思想者（尤其在20之前）被系统性地排除在哲学“正典”之外，尽管她们事实上深度参与了哲学的发展和概念的创造？通过刻画其本人在职业和感情危机中如何应对，作者引出了玛莎姆、阿斯特尔、科伯恩、沃尔斯通克拉夫特四位近代女性哲学家的人生遭际和思想世界。作者对她们思想的复杂性、自相矛盾和妥协之处毫不避讳，与其说是为她们树碑立传，不如说是通过她们的例子表明“作为女性思考”的多重含义与挑战。这其中最为突出的是，比起男性哲学家对于制造超越性的抽象概念的热衷，女性更关注这些概念是否切断了人与人之间的纽带，是否在理想主义的外衣下反倒加剧了社会中的不公。毕竟，哲学惯于一方面抽象宣称人人平等，另一方面又诉诸自然来为对两性的区别对待辩护。阅读此书是对哲学的此种盲点的一次警示。,,,0
开场：女性学者访谈,36134999,什么时候可以看到理工科女性学者的访谈录呢？,user-stars,,0
开场：女性学者访谈,36134999,包慧怡那篇爆炸好看，上野千鹤子和霍克希尔德这两篇好看。其他的一般。戴锦华和贺桂梅的两篇不好看。真的不喜欢戴锦华的语言风格，冗余的语言和贫瘠的语言都是糟糕的语言，因为破坏了表达的准确、生动、感染力。,user-stars,,0
开场：女性学者访谈,36134999,访谈讨论很有广度，以学者视角，去讨论阅读、文学写作、社会科研等等。印象极深的几篇采访是戴锦华、毛尖和包慧怡的。个人觉得女性学者最为克制的一点是没有太多“好为人师”的欲望，特别是戴锦华老师分析当代人“潜意识自觉”的不愿意反抗，可能是对世界和现实有更深刻的认知，但同时在持续地自我催眠和说服，所以对此倒没有必要费力唤醒那些“能知道却不想知道”的人群。以及于女性主义，学习前辈的理论成果是重要的，无需过度沉迷“大女主”的流行文本，女性的性别身份与生命经验如何内在地掌控逻辑更为重要。包慧怡老师之前在读毕肖普诗集的时候就很喜欢，是一位非常有趣、敏锐、勤奋的学者，看到她努力写稿到每天只睡2小时真的觉得自己好废物啊。成年之后生命力的萎缩是常态，希望也能少点自我规训和镣铐，多在事与事的间隙里寻到些自由和坦荡。,user-stars,,0
开场：女性学者访谈,36134999,想不到读完后最喜欢的一篇访谈，是对包慧怡的，感觉访谈者可能和她是熟悉的朋友，所以对话非常流畅又坦诚，和前面那些很正规的访谈形成了鲜明对照，尤其是包慧怡甚至也没有太多谈及“女性身份”和“女性主义”，更多地在解释自己如何平衡学术理想和现实，如何作为一个学者（而非意见领袖）看待性别问题。在看了前面那么多性别问题研究者和性别视角的文化研究者之后，包慧怡的这种简单反而更让我感到踏实。当然，其他一些访谈也都是值得读的，适合对女性主义文化研究有兴趣的人作为一本导读，碎片时间翻翻还不错。,user-stars,,0
开场：女性学者访谈,36134999,除了上野和贺桂梅，其他女学者的访谈没有落脚在“女”上，所以三星给这两位及包慧怡（纯粹地对人文学术提意见，简直去做教育部部长）。有几位甚至深度恐弱厌女症，不停强调自己没被歧视，就是毛尖和黄盈盈，尤其黄盈盈，态度非常傲慢自大，一直在擅自定义读者都是乌合之众，不会花费时间精力认真研读牠的访谈，但通篇逻辑混乱，非常自由落体，反对法律干涉性侵案，是因为要保留性中的“暧昧性复杂性”？意思不就是“你女人也爽到了还有啥不满意的。”维护卖淫，而且还提出很多伎女是自甘堕落，已经是男权的忠实打手了。,user-stars,,0
开场：女性学者访谈,36134999,发现很多老师都提到过1995年的世界妇女大会的影响，一些活动的举办意义可能在当下不显，但还是能细水长流，润物无声。,user-stars,,0
开场：女性学者访谈,36134999,我们都知道，想在专业领域取得一定成就，女性需要付出的努力往往要更多。而她们的专业和坚持、存在和抗争，会成为各行各业女性前进时的灯塔，在身处黑暗时指明方向，在面对困境时抚慰人心。,user-stars,,0
开场：女性学者访谈,36134999,她们的生命真开阔啊，让人由衷地感到被激励。,user-stars,,0
开场：女性学者访谈,36134999,几乎每个学者都在回避关于女性主义的讨论，要不说自己幸运没遇到，要不说应该默默奉献证明自己的付出，要不甚至受益于女性身份……更多的讨论围绕学术本身。比较喜欢霍克希尔德、上野千鹤子、戴锦华和包慧怡的部分，人文社科领域的学术能够回答人生问题，我们的学术和自我存在紧密相关。,user-stars,,0
开场：女性学者访谈,36134999,怎么会有人觉得戴锦华老师在炫技……,user-stars,,0
开场：女性学者访谈,36134999,对于简中学术界哪怕是性别为女的老师们，尽管从未抱有过什么从女权主义出发的期待，但没想到的是，这本的无聊程度还是超过了我的想象。采访结构上的散漫使得所有采访的文本可读性十分之弱，和每一个访谈对象之间都没有进行更深入的交流，近乎走马观花式的对话，只有访没有谈。过半数的访谈对象不是在拐着弯对爹对老公对男导师致以崇高的谢意，就是在感谢天感谢地感谢命运感叹我能有今天可真幸运，仿佛不够客观不够中立不够超越性别的回答就无法显现自身高人一等的生命体验，却唯独忘记了，不敢以女本位视角为前提去深入结构性不公的一切假设本质上都是空中楼阁而已。就更不用说其中的某些人自以为是地矮化女性视角为结构性不公打掩护的样子，简直就是为了在这样的体制内运行存活，早已经彻底让自己被大爹痰盂盆腌入味了。,user-stars,,0
开场：女性学者访谈,36134999,从得知这本书到阅读过程中我从未想过要给这本书一个低于五星的成绩，直到我发现这十一篇中有两篇内容来自男性记者。我感到了强烈的被欺骗感，不仅是内容的深度上和表达能力上，更能看出记者做的功课和自我积淀比其他几篇差了太远。我真的非常生气、非常不满，一年以来我的95%阅读都是女性作者，年底的这本却如此被骗。//阅读过程中做了不少标记，多了许多想读的作品，尤其喜欢戴锦华和毛尖，感受到了女性学者之间超越时间与空间的互相影响，戴老师这篇“弃民”和“行动”的片段我看哭。我一直在想，如果要我去采访，或者我参与这个系列的话，什么是我最好奇的，我想我最想知道的是，作为研究者是怎么看待社会思潮变化的，自己又能否接受自己“跟不上”了。我也是从戴老师的采访中读到了相关的片段，“渴望去了解年轻人”。,user-stars,,0
开场：女性学者访谈,36134999,最后一篇包慧怡最好，基本全篇可划线，五星,user-stars,,0
开场：女性学者访谈,36134999,编这本书的时候一直在想，读者们拿到书的时候看到的究竟是什么。是性别，是对谈，还是学者？以及，怎样去将这三者推到普通读者中又不至于太有疏离感和排他性？后来的某天忽然反应过来，贺老师那句“学术真好，因为它可以给我们以解释”为何久久在脑海中挥之不去。是的，女性，学术，仅仅是一种棱镜和空隙，我们能透过它看到什么，会怎么去理解这个世界，理解这个激变的时代，这些才是它的内核，在每位学者的对谈中，在每个词汇的缝隙里，意义得以显现。于是，作为视角和方法的女性学者访谈，以《开场》开场。,user-stars,,0
开场：女性学者访谈,36134999,3.5，为毛尖女士减一星。感觉毛尖不应该出现在女性学者访谈里，太“男”了，有一句“在我个人的研究生涯中，可能我比较麻木不仁，倒没觉得受到歧视。”这句简直雷电蹦迪，上一次听到类似的话，还是“可能我比较心大，但是真的没在现实生活里碰到过歧视。”而且毛女士还觉得女性让男性拥有一个没有后顾之忧的家庭是很好的。救。其他人虽然在女性观点方面有局限性（贺桂梅），以及不认同的地方（黄盈盈），以及比较水没有提供太多有用信息的地方（邓小南、梁鸿），但是也有启发性。毛女士通篇槽点。相比之下，上野千鹤子和霍克希尔德确实是观点更全面更超前一点，在女性主义视角比国内的学者有很多先进的地方。包慧怡真的充满能量，感染力好强又表达能力很好。,user-stars,,0
开场：女性学者访谈,36134999,戴锦华老师太好了，讲出来我一直以来的困惑。不好为人师，因为世界上只有两种人。一种是醒着的，另一种是装睡的。在父权制的社会结构之下，在理解了男权的暴力逻辑之后，即使我们知道了女权主义的历史以及现在，我们能够做些什么？——不陷入“惟性别主义”，不渴望有一个“大女主”替代的反身形构，不止是女权主义，如何把世界上所有的苦难连接起来使他成为公共领域的可以言说？我们要走的是这样一条路。不要做等待被帮助的第二个girls，去照亮别人。,user-stars,,0
开场：女性学者访谈,36134999,最喜欢邓小南、上野千鹤子两篇，女性主义是女性经验的传递，如何做女性，如何成为女性，从这个思路看过来很有共鸣。想起自己，如何做gay，什么是gay，如何成为一个满足自己期待的gay，跟上野千鹤子讲的如出一辙，自己也曾追求做“荣誉男性”来抵御迷茫。同时也伤感的想到，什么是男性，如何做一个男人，如何成为一个满足自己期待的男人，直男跟女性一样需要学习，同样被很多toxic masculinity困住。邓小南教授的观点初读略让人抵触，但细想最适合这方土壤，未来女性的地位取决于今日女性在各个领域的奋斗与追求。无论什么领域，浪费一半的大脑，就注定缺乏活力。占人类的一半，就必然要占住一半的位置，否则对该领域就是浪费头脑。,user-stars,,0
开场：女性学者访谈,36134999,毛尖那篇拉低全书水准，为了表现风趣开些不合时宜的玩笑让人厌烦,user-stars,,0
开场：女性学者访谈,36134999,篇目之间质量差异很大：取决于采访者提问的质量，更取决于学者对学科发展潜力的反思力度。一些困惑乃至不适，也确实需要对照个人历史考量。有人怀抱着社会主义女性主义的遗产，也有人因为遭遇背叛，而说：“不论女性主义者之名有多受争议，我也不会放弃自己女性主义者的身份。这是为了告诉那些前人，我不会忘记你们的恩情。”但无论如何，传统是该去接触的，作品是该去了解的，访谈多少逼问立场，抵触难免成了上当；与此同时，年轻人在网络上的讨论、当下的非虚构，也不应被学界居高临下地审视。也向所有参与这一项目的人致敬，且让讨论——落到纸面便是出版——不惧所谓的“红线”，生长在缝隙角落。,user-stars,,0
开场：女性学者访谈,36134999,以前读包慧怡的书，就觉得她又是翻译又是创作，还要教学，怎么还能这么高产，原来牺牲了那么多睡眠时间啊！,user-stars,,0
闺蜜,35006323,3.5星。沒期待的那么好，一本历史小故事集，文笔比较平淡。囿于材料限制（在漫长的一段时间里，男性是“友谊”的代言人，留下来的材料大部分是以男性以及后来的极少数上层女性为主角的），这个题材并不好驾驭。这本书重要的意义在于，通过对女性友谊的漫长历史的梳理揭示了其源源不断的生命力。曾经的男性将友谊垄断，认为女性智力低下不配拥有朋友，在女性意识觉醒的当代，女孩们因种种共同经历而期待与同性建立一种互相扶持的共同体时，又因为“太容易成为朋友”被指责为在友谊上滥情、“塑料姐妹花”。父权制一直乐此不疲地分裂女性，污名化女性友谊，可我们分明在日常生活和公共事件中看到，关心帮助信任我们的大都同为女性。这份信任需要从对现实的深切体察，和坚定的性别自豪开始，就像每一滴温润的水珠从四面八方涌来，才能汇成溪流汇成江海。,user-stars,,0
闺蜜,35006323,原作者是一对好朋友，译者也是，而翻开这本书的我决定和自己的闺蜜一起共读。如果说爱情是水中捞月，偶有所获的话，友情就是夜月观星，满载而归。,user-stars,,0
闺蜜,35006323,女性之间真正共情和同理心不但对个体生活是重要的情感资本，还会自然而然的具有巨大的社会功能，塑料姐妹花什么的，是消费主义和网络时代增生吧就。,user-stars,,0
闺蜜,35006323,本书的作者是一对闺蜜，译者也是一对闺蜜。如果有机会，看过这本书的女性也可以推荐给自己的闺蜜。友谊就好像是一把伞，你如果信任它，它就会保护你。,user-stars,,0
闺蜜,35006323,先翻了最后两章，讲述21世纪以来社交网络对友谊的改变，以及“男女之间有真正的友谊吗”，比较水。两人合作翻译，就这两章而言简直是灾难，怀疑是教授交给学生翻的。即便翻译流畅，这两章也谈不上全面或者深刻，可能稍稍能有一点趣味吧，毕竟这两个话题随便写写也足够有趣了。本书不是一本严肃学术著作，更像是一本基于博闻强识的随笔集，最大的价值在于前半部梳理的历代各种女性间的故事。题目确实是好题目，探讨女性友谊而不是爱情的书理应更多。,user-stars,,0
闺蜜,35006323,原评分只有3星，但觉得评分更接近6.5-7，看到评分少得可怜，不忍再拉低评分了。还是想看到更多这样的体裁，增到4星了。受到史料的限制表达真的非常有限，女性友谊似乎在这里限制到了中上层知识分子的范畴，实际感觉农村女性之间的友谊可能会更加紧密，毕竟出于社会交换理论也会有更多的联结，可惜大概是无处考证。读很多章节的时候会觉得挺多“友谊”更像是被忽视的女同性恋者，单纯以性关系来界定是友谊还是爱情总显得有点说不过去。看完更坚定“性取向是一个光谱”的概念了。,user-stars,,0
闺蜜,35006323,"作者只做了收集资料并记录的工作，而对主题“女性友谊”不带有任何思考。如果只是在照搬别人的观点，那这本书的价值在哪？
另外，书里花了大段篇幅去记录女性先辈的友谊史，但在最后却说“异性之间的友谊是女性友谊史上不可或缺的一部分”，作为读者，看到这里真的有被恶心到。
花了三个半小时看这本书，完全是浪费时间，我不如接着啃《第二性》🙂",user-stars,,0
闺蜜,35006323,"回顾了欧美历史上著名的女性友谊事件，讲述了从修道院到蓝袜社，从约翰亚当斯夫人到埃莉诺罗斯福，直到今天的美国女性依然在追寻同性的友谊。
女性友谊以同理心为主，情感共鸣与彼此支撑让她们度过漫长人生：未婚，到已婚，丧偶或离异。从时间长度来看甚至超过伴侣。女性用信件交流生活，诉说情感，请求帮助或予以帮助。
就我个人而言异性与同性的友谊都很容易破碎，最重要的是自己能否成为一个能给予他人支持的人。友谊是双向的，可以求，也许会求不得。",user-stars,,0
闺蜜,35006323,没读完。一是翻译太差，二是这本读起来实在有资料堆积的无聊感，更不用说里面多个人物事例有种“姬情硬说成女性友谊”的直人脑不解风情棒读即视感😅讲李斯特的那段还不加分辨地直接使用了Jill Liddington在Female Fortune里对于李斯特和沃克关系的解读，让人挺不爽的。,user-stars,,0
闺蜜,35006323,有一部分翻译很不走心，内容总体很不错，不深刻但有启发性；另外这本书主要记叙西方的女性友谊，美国登上历史舞台后就基本上在讲美国了,user-stars,,0
闺蜜,35006323,全是材料堆砌，太多太淺。,user-stars,,0
闺蜜,35006323,保守而美国中心,user-stars,,0
闺蜜,35006323,就我个人而言，并不喜欢闺蜜这类带有明显性别色彩的词汇。友情、爱情作为人类共通的情感需求，与性别无关。本书当中所讨论的女性友情实际上借助文字、影像记录发现女性友情的过程。无论如何，女性友情被承认、被重视甚至被褒扬都是社会两性关系变迁的一种具体体现，而本书对此的记录也因此而具有特殊的意义。,user-stars,,0
闺蜜,35006323,好无聊的小故事串联……太难看了救命……翻译不好，有些句子机翻都没这么生硬！,user-stars,,0
闺蜜,35006323,选题非常好 读到许多详实的故事 但相对地也仅仅是充斥着事例的堆砌 缺乏串联例证的观点,user-stars,,0
闺蜜,35006323,话题有趣，但资料汇集较多，分析太少,user-stars,,0
闺蜜,35006323,友情从来都比爱情靠谱，古今中外，没有例外。,user-stars,,0
闺蜜,35006323,凤凰文化,,,0
闺蜜,35006323,历数了欧美历史上女性之间的友谊故事,user-stars,,0
闺蜜,35006323,"提出的几个问题都能延伸更丰富的话题，但是书中很多只是简单给了几个例子然后得出来个很概括的结论。
爱情并非那么至高无上，无可替代，并非是所有情感中最珍贵的。
让人得到满足的亲密关系究竟是什么？性究竟扮演了集中不同的角色？女性之间的友谊的行为，为何放在男性之间会更容易被当做“同性恋”？
作者貌似也没法控制书中最后几个问题（最后几章）的答案的方向了。",,,0
